src,VPC_Candidate,Prediction
The other skiers in his group rescued themselves with the help of two witnesses who saw them get swept up by the snow.,swept up,positive
The other two bridges are already kitted out with the patented bridge parapets.,kitted out,positive
The owner of the Russian Wagner Group private military contractor actively involved in the fighting in Ukraine has predicted that the war could drag on for years.,drag on,positive
The owner of the Russian Wagner Group private military contractor actively involved in the fighting in Ukraine has predicted that the war could drag on for years. Yevgeny Prigozhin said in a video interview released late Friday that it could take 18 months to two years for Russia to fully secure control of Ukraine's eastern industrial heartland of Donbas. He added that the war could go on for three years if Moscow decides to capture broader territories east of the Dnieper River.,drag on,positive
"The pair had their masks off to eat, when a ""random old lady"" approached, calling them ""idiots"" for not masking up, even though ""you can't wear a mask and eat at the same time.""",had off,positive
The party has been unable to disqualify the rebels to bring down the majority mark in the assembly.,bring down,positive
The party reportedly wants company bosses to pass on savings made through the artificial intelligence (AI) revolution to workers by giving them an extra day off.,pass on,positive
"The people are handing over their last rouble to ‘public utilities’ and, what's more, they are paying in a timely manner: according the Ministry of Construction, Housing, and Utilities of the Russian Federation, the average collection rate is 94% of the population.",handing over,positive
The perpetrator stood up for the woman and repeatedly struck the victim in the head with a brick.,stood up,positive
"The perpetrators ended up in custody, said Marie Štrbáková, the spokeswoman of Olomouc police.",ended up,positive
"The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!",try out,positive
The piece may have angered the sons; suspected gang members bought up every copy of the edition as soon as they were delivered to newsstands.,bought up,positive
"The plane belonging to Rossiya airline company, on board of which are the bodies of the Russian nationals who died in Abkhazia, took off from Sochi en route to Saint Petersburg at 8:15 p.m. (Moscow Time), TASS reports.",took off,positive
The police investigated the case thoroughly and finally tracked down the assailant.,tracked down,positive
The politician stressed that he had never filled-out any such forms.,filled out,positive
"The popular vote was set up in a bid to resolve a decades-long dispute with neighboring Greece, which has its own province called Macedonia.",set up,positive
The presenter made it clear that cultivation of the spirit of the 19th National Congress was carried out in ordinary people.,carried out,positive
"The president and some of his supporters have attacked the credibility of the whistle-blower, who has presented information that has touched off a landmark impeachment proceeding. The president himself has called the whistle-blower's account a ""political hack job.""",touched off,positive
"The primates at Knowsley safari park, Merseyside, are long known to pounce on anyone pausing in the enclosure and ripping off a windscreen wiper or mirror.",ripping off,positive
"The prince called at The George Inn on Irongate, where the Duke of Devonshire had set up his headquarters, and demanded billets for his 9,000 troops.",set up,positive
The problem is that we sold out the people below us.,sold out,positive
"The problems at the EPA are distinct but not unrelated to those at the Department of Justice, which handles environmental crimes via its Environment and Natural Resources Division, or ENRD. Prior to joining the EPA, Uhlmann - the EPA assistant secretary for enforcement - had served as the longtime head of that division's Environmental Crimes Section, from 1990 through 2007. The EPA sends its most serious civil and criminal cases to ENRD, which - as a relatively underfunded office - often relies on other agencies in helping to choose which fights to take on. In fiscal year 2022, the EPA deferred fewer cases to DOJ (88) than at any point since 2000 and concluded fewer civil judicial cases than it had since that time, as well. As the Environmental Integrity Project notes, even Trump's EPA concluded 94 civil cases and deferred 106 cases per year to the DOJ per year, on average.",take on,positive
The prohibition of the use of chlorine gas for military purposes is spelled out in the Convention on the Prohibition of Chemical Weapons (CWC).,spelled out,positive
"The protest began earlier Saturday evening with groups such as the ""Wall of Moms,"" similar to a group that formed in Portland, Oregon, as protesters faced off with U.S. agents deployed to that city to guard a federal courthouse.",faced off,positive
"The protests were ostensibly set off by the government's decision to end subsidies for diesel fuel used in agriculture and to cut an exemption from car tax for farm vehicles. These measures pushed farmers over the edge. It also mobilised other angry workers, already straining under the pressure of inflation, recession and the government's self-imposed austerity. On January 9th drivers of freight and passenger trains at Deutsche Bahn, the national railway, began a strike over working hours and pay.",set off,positive
"The race in the new 17th has touched off a campaign finance slugfest between the major party finance arms, the Democratic Campaign Congressional Committee (DCCC) and the National Republican Campaign Committee (NRCC).",touched off,positive
The regeneration area would then ultimately be laid down as statute.,laid down,positive
"The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off!",broke off,positive
"The report claimed that the only way to prove effectiveness is to carry out tests. Currently, there are no arrangements for such as mission, but sooner or later, someone will install a laser on a satellite and send it into space.",carry out,positive
"The report noted that the Duchess"" spokesman was unable to comment on the claims, but a friend of Fergie was quoted as saying: ""It is no secret that Sarah's daughters are pretty fed up by the way their mother has been treated by some members of the Royal Family.",fed up,positive
"The report of the 19th CPC National Congress points out,",points out,positive
"The report of the 19th National Congress of the CPC pointed out that to deepen the reform of the science and technology system and establish an innovation system that takes the enterprise as the main body, the market as the orientation and the industry-university-research institute must have deep integration,",pointed out,positive
"The report pointed out that China's young people who were born in 1980s and 1990s have a home ownership rate of 70%, far ahead of Mexico at the second place (46%), and twice the US level (35%).",pointed out,positive
The report released Thursday is to be followed up by more extensive findings as the investigation continues.,followed up,positive
The reports happened to pop up on Xhaka's 27th birthday and critics used a club well-wishing post to vent their frustration.,pop up,positive
"The requirement for citizens traveling by plane to Greece to fill in at least 24 hours in advance an electronic Passenger Location Form (PLF) generating a QR code, which they present to the Greek authorities upon entering the country, remains in force.",fill in,positive
"The requirement for citizens traveling by plane to Greece to fill in at least 24 hours in advance an electronic Passenger Location Form (PLF) generating a QR code, which they present to the Greek authorities upon entering the country, remains in force. More information is published on travel.gov.gr",fill in,positive
"The revelation caused an internet firestorm, with supporters and naysayers battling it out.",battling out,positive
The rider assigned never showed up.,showed up,positive
The rider is picking it up and will delivery asap.,picking up,positive
The roads around the skyscraper were closed while the fire was being put out.,put out,positive
"The rock star wrote next to a snap of him and his wife Anita Dobson: ""Birthday dinner for me - created by Anita - we dressed up to stay home !""",dressed up,positive
"The rooms are being kitted out with large, walk-in showers, the entrance foyer is being revamped, new windows are being installed.",kitted out,positive
The schisms that Berlin's Senator for the Interior and the police believe to have opened up between the squatters in the house and their neighbours do not exist.,opened up,positive
"The scientists, whose latest findings appear in the journal Current Biology, believe Borealopelta was washed out to sea after it died and mummified in mud.",washed out,positive
"The secretary said the Trump administration and Senate Republicans are on the same page with a $1 trillion package, but noted that in the interest of passing a bill quickly, issues that are more difficult to negotiate with Democrats could be held off for another bill.",held off,positive
"The sensational approach has lit up the summer transfer window, with the Ligue 1 club ready to break the world transfer record by more than double the previous mark, which saw Paul Pogba return to Manchester United last season for £89m.",lit up,positive
The sewage fee for the sewage works in Azendorf will be raised again if it is necessary to carry out improvement works.,carry out,positive
"The ship became victim to escalating tensions near the Persian Gulf where both the United States and Iran shot down the other's drone and at least two tankers were sabotaged by explosives, which the Trump administration has blamed Iran for.",shot down,positive
"The souped-up Mercedes-Benz G class, whose improvements are aimed at achieving very high performance, is a thing in itself.",souped up,positive
The spokesperson for the Russian Ministry of Internal Affairs added that an administrative protocol for failure to obey the police has been drawn up in relation to the suspect.,drawn up,positive
The stand out piece by Valentino was an over-the-top beige hat adorned with a feather-like wide brim that swamped the models heads.,stand out,positive
The state is taking on 75 per cent of this amount.,taking on,positive
"The state university workers"" most pressing complaints center on low wages and a lack of dignity at work. The pay disparities alone are shocking. About half of these workers earn less than $40,000 per year (and hundreds make less than $25,000). Meanwhile, university presidents"" annual salaries average out to $500,000 and four university athletics coaches are pulling down a cool $1 million. While school administrators enjoy six-figure salaries and overall administrative spending continues to bloat, one in six classified staffers qualify for food stamps.",pulling down,positive
"The state-owned Polish Oil and Gas Company, PGNIG, has not ruled out the possibility that, in a few years, the supply of gas from Russia could become unappealing to it, as a result of a reorientation towards fuel from Norway and other countries.",ruled out,positive
The statement added that Warren's colleagues were shocked and want him to turn himself in.,turn in,positive
"The statement from Prigozhin, a millionaire who has close links to Russian President Vladimir Putin and was dubbed ""Putin's chef"" for his lucrative Kremlin catering contracts, marked a recognition of the difficulties that the Kremlin has faced in the campaign, which it initially expected to wrap up within weeks when Russian troops invaded Ukraine on Feb. 24.",wrap up,positive
"The statement on Thursday comes amidst an explosive week in Washington rooted in a whistleblower complaint alleging that Trump abused his official powers ""to solicit interference"" from Ukrainian President Volodymyr Zelensky in the upcoming 2020 election, and the White House took steps to cover it up. A transcript of July phone conversation released by the White House on Wednesday shows Trump repeatedly pushed Zelensky to investigate former Vice President Joe Biden and his son, Hunter.",cover up,positive
"The steles with the individual planets – including Pluto, which was downgraded to a dwarf planet, at the end point – are set up at exact intervals and on a scale of one to two billion.",set up,positive
"The sticking point was that Disney ― which owns the character ― reportedly wanted a co-financing stake in future films with Sony, which has the film rights thanks to deals set up before the Mouse bought Marvel in 2009.",set up,positive
"The tandem of David Lowery and screenwriter Toby Halbrooks, tried and tested during ‘Pete's Dragon’, has entered into an ambitious new project about the boy who never grew up from James Barrie's fairy tale by the same name.",grew up,positive
The taxi drivers hailed from the taxi rank near Karluv Most were also ripping off customers.,ripping off,positive
The team will kick off the propaganda across the country as of the 5th.,kick off,positive
"The technology company has purchased start-up Beam, which has specialised in this hobby.",start up,positive
The tests are only carried out in cases where the person's age is in question.,carried out,positive
"The thing that last night convinced me of is that we need to be ready to fight back against Trumpism. Trumpism is a cult. It is a cult that nobody really wants, except for the fanatics who are in it. And they are truly nuts. We can not allow them to hijack our country. It is time to fight back.",fight back,positive
The time stamps are there to make life easier for you so it's your own fault if you end up skimming through the module back and forth like a crazy person looking for their lost teeth.,end up,positive
"The tombs of Djehuty and Hery have been inaugurated on Thursday following the completion of restoration work. The inauguration was conducted by the Secretary General of the Supreme Council of Antiquities in Egypt Mostafa Waziri, Ambassador of Span to Egypt Alvaro Iranzo, and the President of the Spanish National Research Council (CSIC), Eloísa del Pino. Waziri explained that the two tombs were discovered through the joint Egyptian-Spanish archaeological mission from the Supreme Council of Antiquities and CSIC, working since 2002. He said that the mission carried out excavation and restoration work and published research related to the tombs, which are located in the Dra Abu al-Naga area on the west bank of Luxor. They succeeded in uncovering many tombs, coffins, mummies and a funerary garden.",carried out,positive
"The tool has mapped 22.5 million entities and people in Britain, and can identify in three minutes a network of connections that a staff member would have taken three hours to map out manually, he said.",map out,positive
"The top speed is terrifying: while the standard G 63 can't go faster than 210 km/h, the souped-up SUV, with a deactivated electronic ‘collar’, is capable of hitting 250 km/h.",souped up,positive
"The trade-off from no two-a-days is more one-a-days, the Bruins pushing up the start of camp nearly a week from last season and holding practices during summer school for the first time during Mora's six seasons in Westwood.",pushing up,positive
"The trial is designed to assess the full potential of PrEP by gathering clinical evidence on how it is targeted, taken up, and implemented on a large scale.",taken up,positive
"The two-time champions will have to face up to the defeated Cup finalists and reigning Europa League champions without Neymar, who is playing in the Olympic football tournament for Brazil.",face up,positive
The undefeated 28-year-old said the grinding work has him primed to take out Mongolian Amarsanaa Tsogookhuu in Jakarta on October 25.,take out,positive
The upcoming first single transaction also indicates that Qingdao emissions trading pilot officially kicked off. It will also be the first emissions trading in Shandong and the first city-level emissions trading in China.,kicked off,positive
The upcoming first single transaction also indicates that Qingdao emissions trading pilot will officially kick off. It will also be the first emissions trading in Shandong and the first city-level emissions trading in China.,kick off,positive
The updated bill also spells out the specific procedure for granting Russian citizenship to residents of Ukraine who are regarded as native speakers of Russian.,spells out,positive
"The vestry - the parish's governing body, made up of lay leaders - wrote the diocese in July with concerns that the diocese ""would seek to pass along the costs"" to the vestry, even though the vestry had not been involved in hiring the architects and contractors the diocese sent in.",made up,positive
The vice chairman of the Central Military Commission Xu Qiliang read out the xxx signed by the chairman of the Central Military Commission Xi Jinping,read out,positive
"The visual representation of Elliot and his mannerisms create such a high degree of emotional involvement that, in the most intense moments, it's not only the young members of the audience who start desperately bawling their eyes out, but also the adults.",bawling out,positive
"The vote by Neumann, who remains non-executive chairman but gave up majority control of the company he co-founded, was the culmination of a stunning coup to remove him led by his biggest backer, Masayoshi Son, the billionaire CEO of SoftBank Group, the sources said.",gave up,positive
"The walk home was quiet, but so loud. The thoughts infecting my brain were booming, and the regret of not having stayed to help flashed over multiple times. I finally arrived home, almost brought to tears by the dreadful walk in the burst of sounds from the clouds above, the thunderous booms were enough to frighten any person sometimes. Dad was already passed out on the couch, some rerun of an older movie, probably 10-12 years old; sighing, I quietly crept my way back to my room. Flopping in the bed, I wasn’t able to keep my eyes open for long. Before long, slumber crept up on me.",passed out,positive
"The walls were left with gaping holes, floorboards were ripped up, rubbish was strewn over the floor and graffiti was daubed on the walls.",ripped up,positive
The winner of the Australian Open faced off against Brit Johanna Konta (no. 10).,faced off,positive
"The woman first peels off her skirt and begins to proceed toward the exit, but, perhaps unsatisfied her guilt was yet assuaged, soon turned around to remove her shirt as well. Now fully nude, she stormed off, clothes in hand.",peels off,positive
"The “philanthropic mentality, commercial means” poverty eradication thinking can also ensure that Alibaba will “genuinely perform poverty relief” when carrying out poverty relief activities.",carrying out,positive
"Their final ball was lacking - only once did they cut the home side open - and it is something of a wake-up call for Rangers, who find themselves in mid-table.",wake up,positive
"Their last album, “Ace”, came out in 2016.",came out,positive
Their next permanent - perhaps in the loosest sense of - appointment will be the 12th in eight years and there is only so much fresh air a new broom can sweep in.,sweep in,positive
"Their peers then picked themselves up again in the weeks afterwards, with some effort.",picked up,positive
"Then Carlson, who declared that it's ""hard to believe"" that Trump's actions are an impeachable offense, ratcheted up his takedown of the California lawmaker.",ratcheted up,positive
"Then again, the hackers know that, and do all they can to build up a good reputation.",build up,positive
"Then, I thought that I would track down worthy musicians in the post-Soviet region.",track down,positive
"Then, the cleaners started to show up, but only to spray some kind of substance on the floor, and that was all.",show up,positive
There Ferrell and her daughter linked up with a local business owner who was making sack lunches.,linked up,positive
There are a lot of things to weigh up because this property will probably be known by the not-so-nice element of Cornwall.,weigh up,positive
"There are also negatives related to this education method, including placing physically disabled children in a comparatively isolated environment while growing up. This would impair their ability to integrate into society. More importantly, it would affect the formation of a healthy personality for these children.",growing up,positive
"There are also practical problems to consider: during the holidays, volunteers who put up signs, blow up balloons, distribute flyers and count the votes at the end, are hard to find.",put up,positive
There are hardly any Libyans among them: they make up no more than 5%.,make up,positive
There are requirements for small and medium-sized units for the site. The proportion of built-up gross floor area for the development of residential units 90 m2 and below should not be less than 60% at this site.,built up,positive
"There followed a word of thanks to her colleagues, the former headteacher Michael Müller, who is always filling in when there are teacher shortages, and the parent representatives.",filling in,positive
"There is an even scarier long-range scenario, however, in which what Trump ""normalises"" are rightwing Republicans who, held up against his standards, suddenly seem the epitome of reasonable.",held up,positive
"There is no respite from the violence, and as bodies pile up across the country, more and more of them are journalists: at least 25 since President Enrique Pena Nieto took office in December 2012, according to the Committee to Protect Journalists; 589 under federal protection after attacks and threats; and so far this year, at least seven dead in seven states.",pile up,positive
"There is one switch among the replacements, with Ospreys centre Owen Watkin taking over from Leigh Halfpenny.",taking over,positive
"There is still another away game coming up for our team: on August 11 at 7 p.m. in Moscow at the Eduard Streltsov “Torpedo” Stadium, the Novomoskovsk players will take on the favorites of the Center Group, FC Ararat, whose lineup includes, Roman Pavlyuchenko, Marat Izmailov, Igor Lebedenko, Aleksei Rebko.",coming up,positive
"There isn't a cure for amyotrophic lateral sclerosis (ALS), but knowing that she isn't the only one putting in the hard work to develop treatments and provide better options for her patients, keeps Young going even on her hardest days.",putting in,positive
"There was no official word on who was abducted or how it happened, so caution set in when it came time to write what everyone in the city knows: that the restaurant is a favorite of both drug traffickers and authorities.",set in,positive
"There was then a lengthy hold-up for a serious injury to Ruaridh Knott, who was stretchered off, and from the restart, Ayr surged further ahead through a Stafford McDowall try, converted by Climo.",stretchered off,positive
"There were two major urban school boycotts, in 1980 and 1983. Both involved black, Indian and coloured children, and both went on for months.",went on,positive
"There's also something profound and powerful about the exhibition opening now, as Donald Trump wages war on government leakers and transgender troops while finding new, tweetable ways to further inflame the stark divisions he's been called on to mend.",called on,positive
Therefore the State of Emergency was declared as an atmosphere needed for these administrative reforms and many serious structural reforms have been done up until now.,done up,positive
"These are the findings of a representative poll carried out by INSA, a polling institute, on behalf of ""Bild"" newspaper.",carried out,positive
"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.",switch up,positive
These took such an anti-Iran position that they couldn’t even put up even with the Tehran trip.,put up,positive
"These two government officials claimed that Apple sent a letter to the Indian government last month, which set forth its plans to produce iPhone and other products in India, and hoped that the Indian government would introduce preferential policies on the fiscal front.",set forth,positive
"These will serve as a source of information for the players to find out about the soldier's past, while at the same time, the impersonal communication style of the robot will produce some laughs.",find out,positive
"They always said his smile lit up any room.""",lit up,positive
"They are in their capital city anxiously waiting for news of their king, Xerxes, who is off duking it out with Athens.",duking out,positive
"They are so not the books i would have picked up myself, but once i did, it is clear that the craft is definitely beyond reproach. And i do like characters having long conversations, superbly aware of their political roles and yet ignorant to their emotional needs. Part of growing up.",picked up,positive
"They believe that when the dinosaur died, it fell into a river and was swept out to sea, where it sank on its back to the ocean floor.",swept out,positive
They brought out the pulpit and the pews and used them as firewood.,brought out,positive
"They cannot break up with their companion, or walk out.",break up,positive
"They don't care who they hurt, who they have to run over in order to get power and control, that's what they want is power and control, we're not going to give it to them.""",run over,positive
"They don’t nab you on the spot for every such “crime”; however, you should know that if they track you down, you won’t be able to talk your way out of it, after all, you broke the law.",track down,positive
"They explain to their victims via chat how to pay using Bitcoin, set up freely-accessible support websites, or decrypt sample files for free.",set up,positive
"They have been told to shoot down any drone intruding into the Indian airspace, officials said.",shoot down,positive
They only found out less than an hour before the match who they will be playing against.,found out,positive
They prepared bags and helped pass them out to protesters.,pass out,positive
"They should grow up and, at the very least, from the age of 7, understand that they are Cossacks and their education should be Cossack.",grow up,positive
They spoke about efforts to clean up the lake.,clean up,positive
"They then go out to a balcony, where they accept commendations from the crowd, and Frank turns around, accidentally knocking Barbara Bush off the balcony.",go out,positive
They were probably better in the first half and we came out in the second half and were the better side.,came out,positive
"They're being pulled over because of their skin color, they're being beaten up or killed,"" the president of the Missouri NAACP, Rod Chapel, told The Kansas City Star.",pulled over,positive
"They're luring them in, you could say!",luring in,positive
"They've fallen out over issues including human rights, press freedom and Turkey's accession to the EU.",fallen out,positive
This backpack looks good and performs well. It’s a great deal especially when you compare it to what backpacks cost now a days. The reason I knocked off a star is because there are just too many straps. There’s more straps on this bag than I can count. I’ll end up cutting and burning these extra straps off because most of them aren’t really necessary and just get in the way of opening and closing the bag. Other than that I’ve made this my new school bag for college. There’s a compartment right in the back of the backpack for my MacBook Pro and all my books fit wel in the pockets provided. The flag also is a great finish to it,knocked off,positive
"This can be extremely difficult for those in the healthcare industry, which is why I asked 30 health and wellness professionals the same question: ""How do you manage your energy and not burn out in your profession?""",burn out,positive
"This case is ok, but not exceptional - a 3.5 or 4 max. The issue is there are fewer cases available for the Tab A 10.1 w S pen. Of those the Gumdrop is about the best, but it has some serious issues. The case rubber (silicone, whatever) is very smooth and slick, and doesn't give you a lot of confidence when hold the Tab with one hand. The Tab A is heavy so if your laying down watching a video the case slips in your hand so you have to make frequent adjustments. I had to remove the clear plastic shield that covers the screen because it impaired the touch screen operation. This affected the strength of the 1-piece plastic frame the surrounds the Tab A, so now the rubber outer cover feels really flexible and flimsy. Lastly, they made it difficult to get to the S pen. The S pen is in the back bottom right hand corner of the Tab A, and they made the little rubber flap that protects corner swing backwards for access to the S pen. This means in order to get the S pen out, the flap has to swing out 180 degrees. This is really awkward and hard to do with one hand. This case does a good job protecting my Tab A, but with these serious design flaws I can't recommend it unless you have an S pen, then you don't have much choice.",laying down,positive
"This free clinic is only one part of 'healthy Chinese', in the days to come, other activities will continue to carry out. """,carry out,positive
This investment protects economies in case immunity to Covid-19 turns out to be temporary.,turns out,positive
"This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to ""puff up"" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.",hung up,positive
"This is a super, super easy project, surprisingly. Like, it's not hard to match things up. So that's the nice thing about this project. Okay, so that's down, right. So now I'm going to start this way. I'm just going to run the glue all the way around and do one side at a time. So here we go. I'm running it right above the tin, the rim, rim, the rim tin. Jeez. So I'm just going to take this and move it along.",match up,positive
"This is because way back in 2007, CEO Jeff Bezos, in his “Letter to Shareholders”, highlighted that Amazon would not arbitrarily start a new business (such as a physical store) unless the four conditions set out below are met simultaneously:",set out,positive
"This is evidenced, for example, by the fact that RMK took on the modernisation of one of the country’s oldest and most ecologically ‘dirty’ enterprises: the Karabash copper smelter.",took on,positive
This is given out to popularise swimming in underrepresented countries.,given out,positive
"This is rather less magical than it sounds: the seats in the back can be flipped up like cinema seats to reveal additional loading space, measuring 1.24 m from floor to ceiling.",flipped up,positive
"This is the day when our countrymen looking to perform their prayers will ask what time is Friday Prayer, and mosques will fill up and hands will open up to the creator in prayer.",fill up,positive
This is the heroic moment a police officer ran out onto a busy motorway to rescue an injured dog.,ran out,positive
This is the moment terrified tourists start to panic as a low-flying jet swooped down over a packed beach.,swooped down,positive
"This is the result of checks carried out by the Czech Trade Inspectorate (CTI) in the second quarter,",carried out,positive
"This is why the commune's homes need to be beefed up, as it is so neatly put.",beefed up,positive
"This move is just the latest twist in the Dallas-Washington rivalry, one that got juiced up even more this week when Cowboys head coach Mike McCarthy predicted a win for his team, prompting some fireworks back and forth with Washington's Ron Rivera and players.",juiced up,positive
This opportunity came about and I couldn't pass it up.,pass up,positive
"This option – the separation of cleaning and the kitchen service – not only improves the quality of the kitchen's output, but also has the appeal of having turned out to be the most economical option for the city when comparing costs between in-house and outsourcing, said the press office.",turned out,positive
"This outlook might bring about the comment a ""center-forward is needed"", but hesitating to pass to Ahmethan, we are up against a game that cannot get its only center-forward into position.",bring about,positive
"This product is hazardous to children. This is a huge health hazard to your baby. We checked the battery after a couple weeks of use and saw that water went into the compartment where the batteries go. The batteries themselves had rotted and a black liquid was coming out of them. Looking at the design, it appears that theres no way the battery enclosure could be waterproof meaning not only did water go into the compartment during bathtime, some of that toxic material came out as well. Please do not buy this product. I’m shocked that it was allowed to go to market despite such an obvious flaw.",came out,positive
"This seems to confirm the rule of thumb that traders should not bet against the interests of central banks, which have so far always achieved what they set out to do.",set out,positive
This sentiment has boiled up again with the news of Jenner's Vogue cover appearance.,boiled up,positive
"This time around, according to the French military, the US ""had warned us that this announcement was going to come out"" and that Americans allegedly had ""no inclination to go further"" with an actual sale of their frigates.",come out,positive
This urgency has been augmented by further terrorist attacks in France carried out by radicalised Islamists in the name of the Islamic State.,carried out,positive
"This voluntary service event was aimed at protecting the scenic resources of Nanyue, and propagating the voluntary service concept of “care for others, care for society, and care for nature”. It also served to teach and pass on to the next generation the virtue of voluntary service.",pass on,positive
"This was reported by the Russian media, citing a press release put out by Kremlin's press office.",put out,positive
"This was the scene a fortnight ago in Strathfield, where a six-bedroom property sold for $900,000 above reserve after an emotional auction saw two registered bidders who both desperately wanted the home refuse to give up, even as it sailed past the reserve.",give up,positive
Thomas Cook's pension funds have kicked off talks with specialist insurers about a deal to salvage the collapsed travel group's retirement scheme benefits.,kicked off,positive
"Those guttural screams of celebration got louder as his round went on, sinking a crucial putt to take match four all-square when he and Thomas had been two down after two.",went on,positive
"Those signing up early say they're hopeful it will fill gaps in the transit network, offer an alternative to expensive — and sometimes nerve-jangling — cab rides and allow for easier quick commutes.",signing up,positive
"Those who set up a picnic in a public place or go for a bicycle ride in pedestrian areas will be forced to pay 100 euros, TASS reports, with reference to the Association of Tour Operators of Russia.",set up,positive
"Those who signed up for a ‘Personal Taxpayer Account’ on the agency's official website, nalog.ru, will receive notifications in electronic form.",signed up,positive
"Thousands of central London residents are being ""locked out"" of the quickest broadband by a legal requirement for landlords to give permission before fibre can be installed.",locked out,positive
Thyssenkrupp also did not want to rule out closing individual plants.,rule out,positive
"Time is running out for Iran nuclear deal, Germany says",running out,positive
Time to start smashing up our bedroom. Last room in the house that’s had nothing but quick bit of decorating done to it.,smashing up,positive
"To activate, sign up online and save your billing information in your Norton account.",sign up,positive
"To add to his challenges, Scharf, a low-key executive who enjoys woodworking in his spare time, will be going head to head with Dimon and Bank of America's Brian Moynihan as the U.S. megabanks tussle over deposits amid the larger push to digitize financial services and fend off technology giants.",fend off,positive
"To be able to treat a sleep disorder, it is important to work out what is causing it.",work out,positive
"To beef up the ‘muscles’ of this crazy ‘Gelik’, the experts took advantage of the benefits offered by the 5.5-litre supercharged V8 engine.",beef up,positive
"To make it even worse, she sized up how she looked in them, peeled them off and put them back on the shelf.",sized up,positive
"To sign out proceed with the steps indicated below on your #PRS_ORG# app, please:",sign out,positive
"To speed up the process, it was necessary to get more than a little bit inventive: COSGBI specialists started the parallel installation of support equipment at facilities that were still under construction.",speed up,positive
"To take up this mission, it is crucial for political parties to strengthen their own foundation and construction.",take up,positive
"To top it off, the whole kit fits in a sleek and discreet carrying bag that stores virtually anywhere.",top off,positive
"To top it off, when purchasing this limited edition, each buyer will receive a free vehicle cover and a richly decorated album containing photographs of the production process.",top off,positive
"To witness the scene, I feel more promising and more energetic. Next, we shall keep on learning and understanding",keep on,positive
"Today was a good day, the conditions were great, the wind had calmed down.",calmed down,positive
"Today, 10 August, Library Branch No. 2 in Zaliniine Microdistrict invites the public to check out the presentation, ‘My little town’.",check out,positive
Tolga will take off - Sports News,take off,positive
"Too excited, went out like stink, died like a pig.",went out,positive
"Top British bank HSBC denies ""setting up trap"" for China's Huawei in US investigations - RT Business News",setting up,positive
"Tried to use one last week, almost empty after printing 20 labels, but in last one ran out after 40 pages.",ran out,positive
"Trump is singing from a similar songbook. His administration's Muslim-majority travel ban echoes the Islamophobia that often informs Modi's policymaking. Its callousness toward refugees mirrors the Indian government's disdain for the Rohingya population's suffering, and its detention camps parallel the ones the Modi regime is setting up. Trump's stirring of racial animosity is analogous to troublesome rhetoric from a number of Modi's cabinet members.",setting up,positive
"Trying to jump off the balcony and run away, F.T. was caught and detained.",jump off,positive
"Tse appealed to protesters to stop hijacking peaceful protests, like what happened in previous rallies when some lobbed gasoline bombs, set off street fires and vandalized public utilities. Police have responded with tear gas, water cannons, and other measures, prompting complaints from protesters that they are using excessive force.",set off,positive
Tuning out is a luxury only the most privileged viewers can afford.,Tuning out,positive
"Turkish authorities have issued an arrest warrant for Hakan Şükür, a former football player and then a member of parliament, and have carried out searches at his family's two houses.",carried out,positive
"Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.",Turns out,positive
Turns out the USB-C breakout I was using to plug into the Battery Charger had 5V and GND swapped on the silkscreen.,Turns out,positive
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,hold back,positive
"Two nights ago, Ali Music’s 2016 Rock & Roll Original Band Final was held at Guangzhou Railway Station. The band, “Every Tuesday Afternoon”, won the first prize with its song “He doesn’t want to live in a dream, but lived forever in a dream”. As with all live shows, they did their best to use their voices, actions and looks to convey their emotions, crying out for “freedom”.",crying out,positive
"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off",Backed Off,positive
"U.S. Wins 4th Straight in Women's Field Hockey, Setting Up Showdown With Britain",Setting Up,positive
"UEFA has opened registration for esports competitors to represent their national teams at the inaugural eEURO 2020, with the qualifying phase kicking off in November 2019.",kicking off,positive
