src,LVC_Candidate,Prediction
"The statement on Thursday comes amidst an explosive week in Washington rooted in a whistleblower complaint alleging that Trump abused his official powers to solicit interference from Ukrainian President Volodymyr Zelensky in the upcoming 2020 election, and the White House took steps to cover it up. A transcript of July phone conversation released by the White House on Wednesday shows Trump repeatedly pushed Zelensky to investigate former Vice President Joe Biden and his son, Hunter.",take step,positive
"The sticking point was that Disney ― which owns the character ― reportedly wanted a co-financing stake in future films with Sony, which has the film rights thanks to deals set up before the Mouse bought Marvel in 2009.",have right,positive
"The study, funded by Cancer Research UK, found those who had radiotherapy were twice as likely to suffer a worsening of urinary incontinence, one of the main side effects of prostate cancer treatment.",have radiotherapy,positive
The suit comes just two days after the Republican presidential nominee caused a furore when telling a crowd in North Carolina that the Second Amendment people -- understood to be gun owners and gun enthusiasts -- could take action if his rival Hillary Clinton were elected and gets her pick of judges.,take action,positive
"The symposium on carrying forward the Red Ship Spirit was held on December 4 in Jiaxing, Zhejiang Province. Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Central Secretariat, attended the meeting and made a speech.",make speech,positive
"The team have done such an exceptional job to have a one two, said Hamilton.",do job,positive
The technology sector should never forget that it is our humanity and humility that have made technology a possibility in having a positive impact on human life.,have impact,positive
The temptation is great for those who have the parliamentary majority. Just look at Poland or Hungary.,have majority,positive
"The three-judge Court of Appeal, led by the region's Lord Chief Justice Sir Declan Morgan, gave their judgment on Friday morning.",give judgment,positive
"The top manager of Sabancı Holding, (CEO) Zafer Kurtul, stated that they made an investment of 1.8 billion TL in the first six months of the year and around 5.5 billion Lira from the beginning of 2015 to today.",make investment,positive
The united front and multi-party cooperation have made important contributions.,make contribution,positive
The upshot of his declarations was that mankind should not be cheated out of the knowledge that we have only one chance to live our life as we want to and that anyone that kills is not worth the life one has.,have chance,positive
"The vessel's seizure, however, was widely seen as retaliatory for British forces capturing a tanker off Gibraltar on suspicion of transporting Persian oil to Syria in violation of international sanctions. The ship was released in mid-August despite the Trump administration making a last-ditch attempt to length its detention.",make attempt,positive
The wait is nearly over for fans looking to see LeBron James make his first start for the Los Angeles Lakers.,make start,positive
The water at Slavyanovsky has the same effect.,have effect,positive
"The white paper, while highlighting the CPS's peaceful rise made no reference of the bloody 1962 war with India and the vast tracts of land, especially in the Aksai Chin area, occupied by China.",make reference,positive
"The whole military should strength awareness of hardship, awareness of crisis and awareness of war fighting, concentrate on fighting war and make every effort to prepare for war.",make effort,positive
The window of opportunity to make any positive changes has definitely closed at the turn of the millennium when the former KGB (sic!) officer Vladimir Putin came to power.,make change,positive
"The world's biggest democracy still has the same message for the world -- harmony and peace, he said.",have message,positive
The young girl didn't have a choice.,have choice,positive
Their careers range from infectious disease doctors to psychologists to mindfulness teachers - and they all had great advice to give on how to stay motivated and keep the ball rolling.,have advice,positive
"Then I had a revelation and I tried interdental brushes, and they work...",have revelation,positive
"Then Wiranto backtracked when speaking to TIME in Jakarta on June 5, saying he has no plans to establish a grievance mechanism in Papua.",have plan,positive
"Then there are the Roxxxy Gold sex robots, developed by True Companion, which come with pre-programmed personalities, including Frigid Farrah that gives the impression of shyness and Wild Wendy with an adventurous personality.",give impression,positive
"Then there is Chonqing. The Lijia Waterfront Business District built by Longhu Properties has plans to attract a diverse range of businesses, and expects to bring in more than 50 world class flagship stores, with more than 100 world class brands and over 500 renowned foreign and domestic brands so as to create a commercial center with a distinctive theme that brings the services sector together.",have plan,positive
There are also further opportunities for prop Wyn Jones and flanker Aaron Wainwright after they made their Rugby World Cup debuts in the Georgia game.,make debut,positive
"There are many disturbing aspects to the rise of sex robots - not least of which is the replacement of real, human relationships - but the subservient female traits, the rapey connotations of making a move on Frigid (read: resistant) Farrah, are the most concerning.",make move,positive
"There are various forms of sleep disorders, and they can have many causes, emphasises Hans-Günter Weeß, President of the German Association for Sleep Research and Sleep Medicine.",have cause,positive
"There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted.",have process,positive
There is also the shared aim in making a contribution toward the common development of the world and the exchange and mutual recognition of world civilizations.,make contribution,positive
"There is always the temptation for politicians to intervene in situations where they think they can make a difference. Of course, if there was an obvious simple solution to a problem somebody with more knowledge and understanding of the problems would already have implemented it.",make difference,positive
"There was an active exchange between the public prosecutor's offices in Konstanz and Palermo, and the investigators from Rottweil CID had almost daily contact with their colleagues in Sicily.",have contact,positive
There was time this morning when we put some heat on Europe.,put heat,positive
There were several aircraft around the helicopter that made a silent and low altitude flight.,make flight,positive
"Therefore, in the regular season, James's capability is likely to further decline, he will give more weight to Owen to bear, but he will still easily become the league's top three players.",give weight,positive
These took such an anti-Iran position that they couldn’t even put up even with the Tehran trip.,take position,positive
They also had an expose on government spending concentrated in the governor's hometown.,have expose,positive
"They are accused of aiding the military coup and having ties to the oppositionist Islamic preacher, Fethullah Gülen, who is living in the United States.",have tie,positive
They are designed to make age assessment during the asylum process more accurate after the Swedish Migration Agency (Migrationsverket) was criticized for failings in assessing the correct age of some refugees claiming to be underage.,make assessment,positive
"They are so not the books i would have picked up myself, but once i did, it is clear that the craft is definitely beyond reproach. And i do like characters having long conversations, superbly aware of their political roles and yet ignorant to their emotional needs. Part of growing up.",have conversation,positive
"They come for something nice and high quality, either for a fulfilling life with partner or just for themselves. To ensure that these customers keep coming back, Martin Ráž and his business partner Zdeňek Šebelka take care to check every product to make sure it's actually functional.",take care,positive
"They don't care who they hurt, who they have to run over in order to get power and control, that's what they want is power and control, we're not going to give it to them.",get power,positive
"They have no agency or back-story, nothing to suggest independence or anything that may disrupt the fantasy of total servitude.",have agency,positive
"They have orders to shoot indiscriminately, the Daily Telegraph quoted the lawyer of the family of the dead girl, Tasnime Akunjee.",have order,positive
"They live in the north of Munich, in one of the few decentralised accommodation centres in Bavaria for refugee women and their children who have made the journey alone.",make journey,positive
They made some requests such as a bulletproof car and guards.,make request,positive
"They make contact with Jeff Tracy, who tells them to wait for Lady Penelope to come and take charge.",make contact,positive
"They may have other (often naively-idealistic) goals, but they cannot be accused of trying to annex Alsace-Lorraine or launching military attacks against another country - motivated by revenge.",have goal,positive
"They must make this choice’, the Anatolian Agency quotes Erdoğan as saying in an appeal made on Wednesday evening in Ankara.",make choice,positive
They paid close attention to the appeal by our President and reduced interest rates.,pay attention,positive
"They tend to be a bit more religious than I am, so we sometimes have fierce discussions about Islam, because we see Islam quite differently.",have discussion,positive
"They therefore need the court's assistance in delaying Dr. Magombeyi's departure to South Africa, before him giving the vital leads they need to advance their investigations.",give lead,positive
"They were able to hide the girl's disappearance from everyone for a long time; however, in August, knowing that staff from child protection services would soon be paying them a home visit, they decided to tell everyone that the child had gone missing.",pay visit,positive
"They will have in-depth discussions on relations between the two parties and countries, pragmatic cooperation in various fields, as well as regional and international issues of common interest.",have discussion,positive
This achievement represents that Micius has the ability to realize intercontinental quantum secure communication.,have ability,positive
"This belief has certain implications: the access to health care is a given to any man, woman, or child regardless of the color of their skin or how much money they make.",have implication,positive
"This case is ok, but not exceptional - a 3.5 or 4 max. The issue is there are fewer cases available for the Tab A 10.1 w S pen. Of those the Gumdrop is about the best, but it has some serious issues. The case rubber (silicone, whatever) is very smooth and slick, and doesn't give you a lot of confidence when hold the Tab with one hand. The Tab A is heavy so if your laying down watching a video the case slips in your hand so you have to make frequent adjustments. I had to remove the clear plastic shield that covers the screen because it impaired the touch screen operation. This affected the strength of the 1-piece plastic frame the surrounds the Tab A, so now the rubber outer cover feels really flexible and flimsy. Lastly, they made it difficult to get to the S pen. The S pen is in the back bottom right hand corner of the Tab A, and they made the little rubber flap that protects corner swing backwards for access to the S pen. This means in order to get the S pen out, the flap has to swing out 180 degrees. This is really awkward and hard to do with one hand. This case does a good job protecting my Tab A, but with these serious design flaws I can't recommend it unless you have an S pen, then you don't have much choice.",have issue,positive
"This gave the world number one the golden grand slam, winning the World Championship, the World Cup, the final tournament of the World Tour, and the Olympics.",give slam,positive
"This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.",have idea,positive
"This is a discovery of extraordinary importance: it looks like a tiny object, but it is big enough to take its rightful place in history.",take place,positive
"This is the 135th anniversary Lu Xun’s birth and 80th anniversary of his death. In the words of scriptwriter Zhou Zhiqing, “I love Lu Xun. That’s why I have creative impulse.”",have impulse,positive
This means like a smoke and a mirror that draws people's attention (deliberately giving a false impression).,give impression,positive
"This option – the separation of cleaning and the kitchen service – not only improves the quality of the kitchen's output, but also has the appeal of having turned out to be the most economical option for the city when comparing costs between in-house and outsourcing, said the press office.",have appeal,positive
"This shows that countries that account for the global majority (53%, more than half) are still indecisive about the legitimacy of digital currencies represented by Bitcoin. This means that the “black swan risk” is still very large for Bitcoin, because some of these countries may ultimately make legislation that restrict the use of digital currencies.",make legislation,positive
This source claims that Marson then went to the US in the 1950s where she had another breakdown and was admitted to St. Elizabeth's Asylum.,have breakdown,positive
"This started shortly after Jeremy became leader, as colleagues with whom I had previously thought I shared a similar political outlook began expecting me to do a U-turn and take positions I would never have otherwise agreed with - whether on national security or the EU single market.",do u,positive
"This time around, according to the French military, the US had warned us that this announcement was going to come out and that Americans allegedly had no inclination to go further with an actual sale of their frigates.",have inclination,positive
"This visit has great significance in promoting exchanges between China, the U.S., and Canada in various fields and promoting understanding, trust and friendship among the people.",have significance,positive
This week the UN's humanitarian chief warned that Afghanistan's economic collapse was happening before our eyes and urged the international community to take action to stop the freefall before it leads to more deaths.,take action,positive
"This week, the German police also took action against radical clerics,",take action,positive
This will delete the information on your eReader but you can make a back up and transfer the information again afterwards,make back,positive
This will give the military large-scale influence even in the years to come.,give influence,positive
"This year, pupils have already taken part in the likes of skiathons, swimathons, hill walks, dog walks and bungee jumps.",take part,positive
Thousands of central London residents are being locked out of the quickest broadband by a legal requirement for landlords to give permission before fibre can be installed.,give permission,positive
"Three days after the tragedy, the general director himself suddenly made a statement claiming that I allegedly had nothing to do with all this -- just so that my name would be sounded, he said.",make statement,positive
"Three decades before Charlie Scharf was named CEO of Wells Fargo, he got his start by mailing his resume to an up-and-coming banker named Jamie Dimon.",get start,positive
"Three weeks later, Jokowi gave an impassioned speech in Jayapura, where he expressed sympathies with the victims' families and vowed to address the historic abuses in Papua.",give speech,positive
"Through the mobile App, the broad party members, cadres, and masse around the country can have access to our most authoritative readings, reports and related references up to the minute.",have access,positive
Thumb sucking has a negative effect on the shaping of the dental structure of the child.,have effect,positive
"Thunberg, 16, gave an impassioned address at the United Nations in New York this week, after millions of people worldwide joined a climate strike protest last Friday in the run-up to a U.N. climate summit.",give address,positive
Thursday also included testimony for the state from a Memphis obstetrician and gynecologist who participates in a controversial network that attempts to halt the effects of abortion-inducing medication. Dr. Michael Podraza said that through that work he has personal experience with women who have changed their minds about an abortion.,have experience,positive
"Thus, it's expected to make landfall in Mexico at tropical storm strength in the afternoon or evening on Monday.",make landfall,positive
"Thus, we had the introduction of the Cost of Living (Tenant protection) (Scotland) Act 2022 nearly 18 months ago which sought to cap rents for a limited period to ease the pressures of the cost-of-living crisis. What we find now from the latest Scottish Government statistics is that, in the last year alone, average rents have increased in all sized properties, ranging from the lowest rise of 11.7 per cent for one-bedroom to the highest figure of 14.3 per cent for two-bedroom homes. Every type of property (from one to four bedroom to a room in a property) has had a double digit increase in rents since the Cost of Living legislation was introduced in October 2022, exceeding the annual average increases in rents over the previous 12 years by a factor of at least three.",have introduction,positive
Tim Sherwood tore into Pedro Porro's absolutely disgusting defending during Tottenham's 4-1 defeat to Leicester City. Spurs signed the right-back from Sporting CP on transfer deadline day on an initial loan deal for £5million with the obligation to buy this summer for £39million. The 23-year-old was handed his debut by Antonio Conte on Saturday at the King Power Stadium with his side taking the lead after 14 minutes through Rodrigo Bentancur.,take lead,positive
"To be sure, I believe that, at the end of the day, Chongqing’s residents are the happiest lot to have such excellent shopping experience and business districts. A decade ago, no one would have imagined today’s prosperity.",have experience,positive
"To beef up the ‘muscles’ of this crazy ‘Gelik’, the experts took advantage of the benefits offered by the 5.5-litre supercharged V8 engine.",take advantage,positive
"To come to the CTC Central Committee today, it is to take a clear-cut attitude, starting from me and starting from the Central Military Commission, we must strengthen our work on war preparations.",take attitude,positive
"To ensure safety, airline flight crews assisting stranded tourists to return home have made plans for the impact of",make plan,positive
To make continued efforts in realizing the Chinese Dream of the rejuvenation of the Chinese nation and achieving the people's aspiration for a better life is of great importance both in reality and in history.,make effort,positive
"To start with, Markus Schwendemann gave insights into his business, in which he cultivates 55 hectares of pasture and 40 hectares of woodland, keeps 40 milk cows and just as many young stock, and accommodates five apartments of holiday makers.",give insight,positive
"Together with the Bulgarian trumpeter Miroslav Petkov, he is giving a concert that carries the slogan The Black Sea meets the Black Forest, or even, Balkan folklore meets a classic German education with roots in brass music.",give concert,positive
"Tourists sun worshipping in Aveiro, Portugal, had the shock of their lives",have shock,positive
Trump has so far refused to publish to take this step and publish his tax returns.,take step,positive
Trump took a much more optimistic view in his rally speech.,take view,positive
Trump's accusation that Beijing was trying to meddle in U.S. elections marked what U.S. officials told Reuters was a new phase in an escalating campaign by Washington to put pressure on China.,put pressure,positive
"Trump's critics, including 2012 Republican presidential candidate Mitt Romney and other fellow Republicans, have said his refusal raises questions about his net worth, his charitable contributions, his business dealings and various other ties, including with Russia.",raise question,positive
"Tsogookhuu (5W-1L) made his pro debut in 2016 and won the MGL-1 lightweight championship title in October, before making the move to Asia's biggest MMA promotion.",make debut,positive
Turkey has relations with all of them; Saudi Arabia and Qatar especially are two important actors.,have relation,positive
Turkish Clubs Union Association put their signature to a historic decision in its meeting organized yesterday.,put signature,positive
"Two active Grove snails A second kind of selection also operates on the snail, whereby certain heterozygotes have a physiological advantage over the homozygotes.",have advantage,positive
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.",have victory,positive
"Typically, the courts will give a defendant one last chance to respond.",give chance,positive
U.S. officials in May said they'd received reports consistent with a chemical attack in northwest Syria but did not offer a definitive conclusion at the time.,offer conclusion,positive
UK Athletics' performance director Neil Black says the 16-strong Scottish contingent in the World Championships squad will make a massive contribution to the team.,make contribution,positive
"UK Prime Minister Theresa May made a pledge to the public on the 11th that the UK government will implement a 25-year plan, and will eradicate avoidable plastic waste pollution by 2042.",make pledge,positive
"Uber also announced an expansion of its Uber Rewards program, which allows customers to redeem points when taking an Uber ride, ordering Uber Eats, or spending with partner restaurants.",take ride,positive
Ukrainian children have a right to grow up in a peaceful and secure environment.,have right,positive
"Under the personal care and vigorous encouragement of President Xi Jinping and President Michelle Bachelet, the comprehensive strategic partnership between the two countries has made considerable progress.",make progress,positive
Unique Weather and Climate - The weather and climate will have various effects on different zones that players can adapt to.,have effect,positive
United won 2-0 at Leicester through goals by Bruno Fernandes and Jesse Lingard to give Ole Gunnar Solskjaer's team a third-place finish.,give finish,positive
Until the kids over at ARLNOW did some fine detective work.,do work,positive
"Upon completion of the tender, the Minister of Energy and Natural Resources, Berat Albayrak, held a press conference at which he stressed that the German company Siemens had presented an important message for the region and for the world When we look back at 200 years of historical cooperation between Turkey and Germany, I believe that this result will make a significant contribution to Turkey-Germany relations.",make contribution,positive
"Using silicone, which offers good support, as the underwire, users not only enjoy the comfort of wire-free bras, but also the all-round support of traditional underwired bras.",offer support,positive
"Uzbekistan is ready to make joint efforts with China to strengthen cooperation in transportation facilities, hydropower, and other fields so as to promote the all-round development of bilateral relations and cooperation.",make effort,positive
"VW took on the guarantee that fuel consumption, CO2 emissions or motor performance would not get worse as a result of the modification, and all vehicle values relevant to type approval would remain unchanged.",take guarantee,positive
"Various computer screens, operating systems, and even different web browsers have different coloor characteristics, so it's almost impossible to get a given coloor to look the same on every screen.",have characteristic,positive
"Venice City on the water. A place of beauty and romance that attracts millions of visitors every year. Just a few steps from the well-trodden tourist routes, there's a very different Venice, one populated by fascinating creatures. This film explores a Venice that few people ever see, a city that has a surprising double life.",have life,positive
"Very curious to see how this #DCU team responds to a game that's best forgotten. They've had a bright start and sometimes bad games just happen, but they looked completely outclasses as the game went on. #MLS #mastodonfc",have start,positive
"Very few Indonesians have made the journey here, let alone journalists, and practically no foreigners.",make journey,positive
"VfL Wolfsburg took the lead in 2015, followed later by FC Schalke 04, and most recently by VfB Stuttgart, who founded an e-sport department in the middle of July and signed two pros for the computer game FIFA 17.",take lead,positive
"Vice President Mike Pence also had interactions with Ukrainian leaders, the whistle-blower complaint shows, and he met with Zelensky in Poland earlier this month. He said neither Joe Biden or Hunter Biden were discussed.",have interaction,positive
"Vidal to cover up his lack of fitness (didn't really work); Renato Sanches to live up to his performances of the Asia trip (worked, but to a limited extent); and Sebastian Rudy and Niklas Süle to not make a negative impression on their first outings in the Bayern jersey.",make impression,positive
"Villagers from Massart Mallawi refrained from speaking about the incident, offering only their condolences to the children's family.",offer condolence,positive
"Volkov wasn’t detained at the actual “campaign subbotnik”, but he received a summons obliging him to appear at the police station to give a statement about the event, which was held with his active participation.",give statement,positive
"WWL accused Dunlap of threatening the station for money, NOLA.com reports. WWL alleged the 35-year-old radio host said he would scorch the earth over the tweet and then demanded over $1.8 million in compensation. According to a police report obtained by NOLA.com, WWL said Dunlap made this threat when he was facing personal financial issues.",make threat,positive
"Wandering the dark streets late at night wasn’t usually the best option, but honestly, it was better than staying in that stuffy apartment; hell most of the time you could hear the neighbors having sex more than you could hear your music. With a quick, breathy sigh, I returned my gaze to the walk ahead–I’ll probably make my way towards Al’s Pawnshop; just a place I find junk that looks interesting, as a pastime. Quick regret flushed over me as I heard footsteps close behind, maybe I'm overthinking it, but nobody hung around this place unless they wanted to get mugged, or beaten up. It was popular for its mafia and gang activities…",have sex,positive
Wang Huning said that General Secretary Xi Jinping made a keynote speech at the opening ceremony of the high-level dialog meeting and called on all political parties in the world to jointly play a leading role in building a community of a shared future for mankind,make speech,positive
"Wang Yang pointed out that the South-to-North Water Diversion Project had made great achievement since its establishment and operation, which once again validated China’s political advantages and institutional superiorities.",make achievement,positive
"Wang Zhidong, the lawyer representing the family of Zhang Yingying said that the family expressed relief at the decision made by the Attorney General. They thanked him and the local prosecutor for considering and respecting the wishes of the family, and made decisions that were compatible to the wishes of the family.",make decision,positive
Warren plans to take a 'hard look' at running for president,take look,positive
Warren plans to take a hard look at running for president.,take look,positive
Was decided by managers from all areas who have made their choice.,make choice,positive
Washington is wary of agreeing to the declaration without Pyongyang first making significant disarmament moves.,make move,positive
"We Hope' Biden Has a Plan for Handling Title 42 Ending, 'If They Do, They Haven't Shared It Fully'",have plan,positive
"We are a small business based in the Isle of Man, and if you have any enquires about your order or any questions, please don’t hesitate to ask us.",have enquire,positive
"We are confident that enforcement of the order will enable the development of competition in the mobile software market in Russia, which will have a positive impact on our consumers.",have impact,positive
We are married to Turkey and we do not have any intention to get divorced.,have intention,positive
"We call on the Attorney-General, and Queensland Senator George Brandis to immediately reverse these funding cuts, so people can get the help they need when they're faced with a legal problem.",get help,positive
We decided to publish limited information about the whistle-blower - including the fact that he works for a nonpolitical agency and that his complaint is based on an intimate knowledge and understanding of the White House - because we wanted to provide information to readers that allows them to make their own judgments about whether or not he is credible.,make judgment,positive
"We do not have any control on customs charges or custom clearance time or on any other charges; hence, the delivery time is for reference only.",have control,positive
"We do not want any negative feedback rating and these cannot be changed once given, so do give us an opportunity to provide a faster resolution for any issue you may face.”",give opportunity,positive
We had a good start and at the same time we weren't looking to do anything amazing.,have start,positive
We had different ideas for Assad.,have idea,positive
We have a difference of opinion here.,have difference,positive
"We have a goal, and that is to try to win this trophy, and that's where the focus stays.",have goal,positive
We have a plan in place.,have plan,positive
We have been making efforts.,make effort,positive
We have made a comparison of some of the representative indices of the Province’s economy between 2005 and 2011 with that of the nation and Central China.,make comparison,positive
"We have no expectation of profit from our vehicular arm but, when we look at the past eleven years, we could not point to one year in which we made profit.",have expectation,positive
We have seen a massive growth in the popularity of eFootball over the past few years and the eEURO 2020 will give us the opportunity to connect with new and existing fans of national-team football.,give opportunity,positive
We have to take the necessary steps to ensure greater participation of girl students and of women in science and technology.,take step,positive
We hope you can give us the chance to improve our service and resolve any problems you might have.,give chance,positive
We joined the Party since the first year we entered the college. We have a firm belief. A person shall have such an idea and keep such a firm faith which shall bedeeply rooted in his heart.,have belief,positive
"We keep going together for walks and shopping, and everyone thinks we have a happy marriage.",have marriage,positive
We made too many mistakes.,make mistake,positive
We must improve the disaster prevention and mitigation capabilities as well as the capability to conserve and better use water resources in order to make new contributions to the development of modern agricultural and to the cause of building a well-off society.,make contribution,positive
We must recognize that the Government of the People's Republic of China and the Government of the United States have had great differences. We will have differences in the future. But what we must do is to find a way to see that we can have differences without being enemies in war.,have difference,positive
We only learned that the prosecutor's office had made such a recommendation from investigators yesterday.,make recommendation,positive
"We say to those who bring these kinds of complaints and this information to us, 'Make an application to the BDDK complaint line by giving the names on the basis of bank and company.'",make application,positive
"We see a space shot of the roll door opening, decompressing the main shuttlebay, and we get a quick glimpse of inside along with a few parked shuttles.",get glimpse,positive
"We should fight against “tigers” (high-ranking corrupt officials) immediately after we find evidence, and we should also deal with those “flies” (low-ranking corrupt officials) at the same time. We should spread the principle of comprehensively strengthening party discipline to grass-roots party organizations and make every effort to deal with those corruption problems in daily life of the general public.",make effort,positive
"We should make efforts to strength restriction and supervision on exercise of power, put power into the cage formed by rules and regulations and establish a punishment mechanism which makes officials dare not to be corrupt, a prevention mechanism which makes officials unable to practice corruption and a safeguard mechanism which makes officials tend to guard against corruption.",make effort,positive
We should make these agreements without going through the arbitration court.,make agreement,positive
"We should push forward the anti-corruption campaign in an in-depth manner and make great efforts to uproot “rotten trees”, fix “sick trees” and make “crooked trees” become upright in order to alert, warn and caution leading cadres.",make effort,positive
"We spoke to each other there a couple of times, and we also hung out together after matches, so we had a chance to get to know each other.",have chance,positive
We take absolute care that precious jewels are packed well so that there is no damage to the product.,take care,positive
"We wanted to take a look at them, to get to know these people, to verify the intelligence that it was actually these people who played a decisive role in destroying IS in Libya and not Halif Haftar, who has taken credit for these achievements.",take look,positive
"We will hold a number of full-day meetings over the next few weeks, starting early next week, to take a fresh look at the issues.",take look,positive
We will quickly address the problem and give you a satisfactory answer.,give answer,positive
We've also invested in specially trained colleagues who will be on hand to offer advice.,offer advice,positive
"Weeks ago, worldwide media reported that the former pilot had been admitted for treatment at a hospital in Paris. Sabine Kehm, Schumi's long-time manager and longtime family friend of the Schumacher family, made the statement.",make statement,positive
Well it looks like I have a GDPR complaint to file,have complaint,positive
"West Bengal government has plans to set up a museum at the north Kolkata house of 19th century social reformer Ishwar Chandra Vidyasagar where he had spent the last few years of his life, state minister Partha Chatterjee said.",have plan,positive
West also reportedly paid a visit to hospital hours after being visited by Justin Bieber at his ranch in Wyoming .,pay visit,positive
"We’re no dumber than them, but we don’t have the same experience or schools.",have experience,positive
"We’re so confident in our ability to keep you secure, we offer refund assurance: If your PC or Mac gets a virus our Norton experts cannot remove, we’ll give you a refund*",offer assurance,positive
What does make you believe that this service has such a big potential?,have potential,positive
"When I competed at the Universiade in Korea, I had no idea that there was something wrong with my blood.",have idea,positive
"When I made this purchase for the Stylo 3 through Virgin Mobile, I just knew everything would go smoothly once I got the phone and set it up but I was very wrong in assuming that.",make purchase,positive
"When I think of religious memberships, perhaps a co-op model is useful; each member gets a single vote as a stakeholder.",get vote,positive
"When I was bigger, people really didn’t pay me any attention.",pay attention,positive
"When a new baby is born, the new dad and mom need to spend time in taking care of and educating him, and be responsible for him.",take care,positive
"When news of his plans emerged earlier this month, Tobias Ellwood, a Tory backbencher and chair of the Commons Select Defence Committe, said MPs should be given the same opportunity to question him about defence and security matters as they are afforded for Ministers and civil servants.",give opportunity,positive
"Whenever ships were required to endure longer travels, Egypt often imported cedar wood from Byblos, whom they had good trade relations with (Kostas).",have relation,positive
"Whether it is because of the increase in age or limited playing time, some players will have regressive performance each season.",have performance,positive
"Which cable news executive made the call to give the fat, lying criminal this much air-time?",make call,positive
"While Ri reprised familiar North Korean complaints about Washington's resistance to a phased approach to denuclearization under which North Korea would be rewarded as it took gradual steps, his statement appeared significant in that it did not reject unilateral denuclearization out of hand as Pyongyang has done in the past.",take step,positive
"While Russians, it turns out, are given special treatment: they have their own chapel.",give treatment,positive
"While former chief minister Digvijaya Singh has offered financial support and help to get the children admitted in a college, BJP MLA from Indore, Ramesh Mendola, has assured to provide a house under the Pradhan Mantri Awas Yojana to the child.",offer support,positive
"While normally hoping for a multiplier effect, this could be a little bit more limited, Ermut said that they had had an increase of 11% in the first five months and that this could be preserved, God Willing, if there are no such negative developments, one way or another, I definitely believe that we will close this year much better than last year.",have increase,positive
"While noting that being overweight, having a sedentary lifestyle, working seated for long periods of time, having dense hair and body hair, and not following the basic rules of hygiene each lead to pilonidal sinus, Dr. Mert Atak said the symptoms of the disease include sacral pain, infection, abscesses and swelling.",have lifestyle,positive
"While past summits were historic occasions for the two leaders to express their political will to put an end to the hostile relations between the two countries and have peace and stability settled on the Korean peninsula, Kim Kye Gwan said no practical follow-up was made to implement the issues agreed upon at the summit talks.",put end,positive
"While sending federal agents to aid local law enforcement is not unprecedented - Attorney General Bill Barr announced a similar surge effort in December for seven cities that had seen spiking violence - the type of federal agent being sent, and some of their tactics, have raised concerns among state and local lawmakers.",raise concern,positive
"While some graduates have no choice but to go straight to the employment office, this does not apply to IT specialists.",have choice,positive
"While the rescue force patrols the city, we'll take care of watching over the museum in the box. It wouldn't be a good idea for the villains to try and steal the cabbonita with us waiting inside. We've run out of money! We'll have to steal that diamond and sell it! Otherwise, we'll have to do our experiments with solar pap. How are we going to get the bots inside? It's all taken care of.",take care,positive
"While the school has a zero-tolerance policy for bullying, Amari said the boys had previously tormented her.",have policy,positive
"While the state of emergency, declared for ninety days, will continue until October, it is having practically no effect on the lives of most Turks.",have effect,positive
"While this was being told to me, I made a decision to get another pair, and that pair are these.",make decision,positive
"While we were going to the regular army to get information, we learned that all the programs broadcast by TRT were off-air.",get information,positive
"While you can make some comparisons of aircraft models based on the available data, the FAA advises against trying to compare airlines based on their accident records. According to a report cited by the administration, there currently is no evidence in accident data that would support the ranking of individual airlines based on their safety records.",make comparison,positive
"Whoever flew the drones that closed Gatwick during the busiest week of the winter had detailed knowledge of the airport, according to Sussex Police.",have knowledge,positive
Why should the children of Cossacks have classes at schools?,have class,positive
Why the Queen made an error of judgement on proroguing Parliament - Joyce McMillan,make error,positive
"With the form put into service with the links; www.egm.gov.tr/sayfalar/ihbar, www.mit.gov.tr/katkiniz, information about those who make a report will be kept secret.",make report,positive
"With the recent announcement of the construction of new types of frigates by major naval powers in the world, it seems that frigates have become the focus of attention of the major naval powers overnight. First, Japan has decided to purchase two new frigates in the 2018 annual defense budget, finally making a substantial breakthrough for its DEX frigates program. Later, Lockheed Martin of USA recently published the latest arrangement for the United States FFG frigates program. How about China's plan for building new type of frigates?",make breakthrough,positive
Workers are expecting to make significant gains after sacrificing to prop up the company around the time of the financial crisis.,make gain,positive
"Works well after some headaches. Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.",have problem,positive
"World Servis and some of the companies it has done business with are related to entrepreneur Radomir Vybíral, who has been charged with 13 years in jail for VAT fraud over driving matters.",do business,positive
